"2FB3DHJHP4BDQUUFQIIS59X3K9YW3G","@__Swagtastic__ I know but warrens attack is just so blatanty stupid I can't believe people believe that. Its like saying obama hates women","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 16:53:11 UTC 2012"
"2P4QU6L5OBVCVB58PE1IRF7GY73FY7","Joe sickens me with the enthusiasm lie. @Obama rallies over shadows #Romney rallies just like 2008. And BarniclePathetic","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sun Nov 18 22:35:50 UTC 2012"
"2OIG5R98D8J38OL7K2KN6CG3QIEEUR","RT @DesertCactus: Documents obtained by former Muslim Brotherhood member Walid Shoebat reportedly demonstrate the Obama http://t.co/H","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 12:57:36 UTC 2012"
"2MFH0JPPSI2KBO3WKZY5SLM60PWIOQ","People of East Africa they thought if Obama is the Son of Africa due to his first term.But Me am still Proud of him regardless how..","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 19:17:28 UTC 2012"
"2NSUC26DG67DE7H6SPB0KOK2NKV6DO","RT @noelogara: Obama's big backer is Saudi; He repaid them by US gas policy &amp; weakening American military #pennsylvania #newhampshir","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 16:54:20 UTC 2012"
"2Y7CGJ2D21O39FBSSTGP0I2K2KJ6CO","@firstwebgirl Thx4Follow! ck out my blog- I do all I can to out Obama and his HUGE role in causing the FinancialCrisis: http://t.co/DTDOpLac","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 16:56:01 UTC 2012"
"23T3Q39Z0B6U6YK4WOMS1VRKKVPLWJ","Aljazeera news US candidates campaign in swing states: Latest polls show President Barack Obama and rival Mitt R  http://t.co/1metjhTy","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:49:55 UTC 2012"
"2OM6OQ1SNQQ73GLBXBHKKNR16ZK6QT","Today is the final day of campaigning for Democrat Barrack Obama and Republican nominee Mitt Roomney ahead of USA polling tomorrow morning.","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 01:04:22 UTC 2012"
"20JLY58B727MDSUQCR41EYFSZLX9UB","@GQ_Rated I voted for Obama last Saturday. Lines were beginning to wrap around the library","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 17:14:32 UTC 2012"
"2LNUUKQOYGNI9B130Y70907SZM3YGP","@j0shfarhi Obama in my school text book. love him so much! http://t.co/cPREMQJQ","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","happy","Yes","happy","Sun Nov 18 23:59:46 UTC 2012"
"27QH88MQU6L51L9NABIX54AINL1BUO","As Obama and Romney battle for the US Presidency. have you played our game where they battle each other? http://t.co/w63LZmml","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:15:38 UTC 2012"
"25DR14IXKO2LMCVP461653YOGI8BAB","I'm so nervous for Obama tomorrow. If he doesn't get re-elected I've lost faith in America","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","afraid","Yes","afraid","Sun Nov 18 23:45:19 UTC 2012"
"2GOKW4ZMAZHH41ZQIAFNVVRH5QB9I4","RT @fliceverett: Just in case I have any US followers who have been trapped in a cave: Romney is a dangerous. misogynist. homophobic thr","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Mon Nov 19 13:56:19 UTC 2012"
"2WW4EGDHDM25YIWKF9N6PEZ6SKXCM3","i like obama as a person but not as a president. but he is way better than romney.","A2ZBYVQLDUZOV7","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Sun Nov 18 23:36:44 UTC 2012"
"248Y2RCJK63Z8OHSJABUQAQ9NRZ6VN","A Funny Video || Chris Rock makes a convincing argument that Obama is white http://t.co/Hlhs7wZp","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 07:29:12 UTC 2012"
"2CFX2Q45UUKQ18UYA6SN08OG47UBTX","President #Obama and Mitt #Romney begin final push toward Election Day : http://t.co/lVZDaldS","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:42:38 UTC 2012"
"2P1HSTLB3L0FOTNTGLAERREVIBKIU3","RT @amalghandour: Nat Silver last word on the elections. State and National Polls Come Into Better Alignment &amp; Obama looks like a wi","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:34:15 UTC 2012"
"200A0RYNJ92NWU0BXLDJ1UHY08A94P","Obama. Romney take long campaign journey into final day | Fox News http://t.co/Sb5Kaa1R","A2A2VSZ2C8PC19","none","A2ZBYVQLDUZOV7","none","Yes","none","Sun Nov 18 19:29:19 UTC 2012"
"217EIB9BAWLSZ731X5OUL3MTVX2Z2Y","RT @BreitbartNews: Monday Night Football With Romney And Obama: Mitt Romney and Barack Obama are being interviewed by Monday Night h","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 06:53:17 UTC 2012"
"2OEGKCCVLL3CNDHX9KGQCC9NU00W6M","Via @nprnews: The Last Pew Poll: Obama Holds Edge On Eve Of Election http://t.co/0KkYqEjJ","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:44:15 UTC 2012"
"2LISPW1INMHGB0IUVX1BEBFMJLI4HA","@rightstace  Bin Laden's dead. General Motors is alive. That's why Barack Obama is heading back to the White House http://t.co/deUK8AX3","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 05:32:17 UTC 2012"
"2UV8XMB3Q39ZDLK5LYXTCEVSX1LHSU","Obama. Romney make a mad dash in a final bid for votes http://t.co/8OrYZjCY","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 13:55:48 UTC 2012"
"2KFUYT3DHJHPHLROCQVYGRSXD3WT0S","Not going to school. going to vote for my boo #Obama :)","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","happy","Yes","happy","Sun Nov 18 23:57:38 UTC 2012"
"214N9U8P9Y3866A8ADJU6IM0NZ3WFP","Who do you believe will win the Presidential Election on Tuesday?  Let us know Click on the link http://t.co/g18duB4W #Romney. #Obama","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:43:58 UTC 2012"
"2C8VJ8EBDPGFYG9NH6Q9ZNDWMUPF07","RT @MarkBHawkins: Everyone is all like ""i hate obama"" or ""i hate romney"" and i'm over here like ""End the NHL lockout already! I need me ","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 05:34:38 UTC 2012"
"2A30XULRGNTBWD0X57WFX7N66QAR5Y","Obama campaign busts out the musical firepower for final push - Los Angeles Times http://t.co/pCp1QNOn","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Sun Nov 18 23:40:43 UTC 2012"
"2MFH0JPPSI2KBO3WKZY5SLM60PWOIW","My story from yesterday: Obama asks crowd of 14.000 in Concord for a second term to continue his work http://t.co/PE0oIbjS #NHpolitics","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 07:52:20 UTC 2012"
"2OOO33FDEY5C16EW81Q3GCRFPI00RN","RT @fivethirtyeight: Obama's win probability peaked at 87% on 10/4. last day before polls reflected Denver debate. Fell to 61% on 10/12.","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 17:18:38 UTC 2012"
"2DKGTP9RA7S59WFH18JON70JQNDWRJ","Romney can't be pleased that NC is tied up http://t.co/pv52m1mK","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:17:15 UTC 2012"
"2J1ENLVWJ5OPOAC689ZYUWB7IV31T4","@andersonlive @The_Stir #First15 it's a good thing that Mitt didn't throw a toy truck at Obama's head in the debatelol","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 07:37:22 UTC 2012"
"22OVCPWZ9RND9S26T2YSV3DTK0VBQJ","Obama accuses Romney of not telling the truth during debate - video http://t.co/OzKRggMq via @guardian","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 17:00:26 UTC 2012"
"2B3RGNTBJ3MMQ7JQHHE6AKHBDS6V9M","RT @timothymaurice: Obama can't lose. If he wins. he can continue his work. If he loses. he can do global Clinton-esque developmental work","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 07:54:06 UTC 2012"
"2K24F0OHOVR1HSBVGCC9AHEC0G0433","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti http://t.co/CedBGsak","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 01:17:02 UTC 2012"
"28P0G5R98D8JG5SIO2JTVYCG7S5TDL","RT @MPACUK: Like Obama and Romney target swing states. Muslims in this country can use their block vote to swing decisions in their favo","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 05:32:34 UTC 2012"
"22XQ0ONNVRH1XR2K6QIBF6NVDRDVML","RT @baratunde: this is a pretty inspirational video. definitely makes me want to fly back east and VOTE OBAMA. http://t.co/9LL3wIOA","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 01:25:04 UTC 2012"
"2P1IA0RYNJ920TYXSF2MRTUH22V388","I would rather trust Mike Tyson with my finances than Obama.","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 19:01:22 UTC 2012"
"2C88H88MQU6LIYP64SSR5X4AMP8AT0","#HoustonPD We have a problem.Why is the #NAACP being allowed to cross the 100ft polling place mark handing out water and touting for Obama?","A1Y6CLBM5VJQKD","angry","A2ZBYVQLDUZOV7","angry","Yes","angry","Sun Nov 18 18:43:24 UTC 2012"
"2E2O2L92HECWNGBEQY3CN0CP9QRHGA","There's one candidate in this election who's fighting for the middle class. #VOTE #Obama","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 07:49:09 UTC 2012"
"2QQD8J3VE7WS53194QUMKK8AX8OZJL","Obama is a hard sort. Hovering somewhere between the other three houses. Thoughts?","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 16:53:35 UTC 2012"
"2NF3YOCCF0CPIUB0LSEIQXYG8VFTSF","And because imma make my mom vote and her boyfriend and who ever else I know vote for obama","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 01:29:51 UTC 2012"
"29HVXX2Q45UUX0298X9W9NS8SMTR9P","@MarkHalperin maybe referring to obama's camp","A2ZBYVQLDUZOV7","none","ATBZC1F0M7F2F","none","Yes","none","Sun Nov 18 23:57:45 UTC 2012"
"2FB3DHJHP4BDQUUFQIIS59X3K9Z3WO","US election: last day of campaigning live: Latest updates as Barack Obama and Mitt Romney embark on a frenzied l http://t.co/YKLAuvYN","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 17:07:23 UTC 2012"
"2F8S1CSTMOFX4N6FAMSE6DNXNLFRO3","America please vote tomorrow and continue to move this country forward CNN Political Ticker http://t.co/Yxw01VaW","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 07:41:25 UTC 2012"
"2S5FSVGULF39I2AHFQSF03NYRP59NK","RT @AmbrieOffishial: internet people love miley and obama and that's why i love internet people","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 05:33:56 UTC 2012"
"2ETAT2D5NQYNIPH1ST751YMNG2R84Y","Well. tomorrow it's over? If you're voting for Obama. just stay home. he's got it wrapped up &amp; he doesn't need your vote. Wink wink. #POTUS","A2ZBYVQLDUZOV7","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Sun Nov 18 23:32:33 UTC 2012"
"2OKJENLVWJ5O2LE9NQQ86MWBBKHS01","Hey Obama does ""Obamacare"" cover nervous breakdowns if so you. Biden. Pelosi. and Reid might look into switching","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 07:24:53 UTC 2012"
"2MTMJTUHYW2G6ZN22HJ54M16D4LOJ8","No matter how critical of Barack Obama they want to be. like the state dept said @CNN is still DISGUSTING for using the ambassador's diary.","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 20:20:17 UTC 2012"
"2FKAOO2GMMEG1YU1KMD6QAA2WKC77V","In Campaign's Closing Days. Obama Lays Claim to the Mantle of Change - New York Times (blog): New York Times (bl http://t.co/DObwyvsF","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:36:07 UTC 2012"
"2MX3Q0JG5TYM0MA93E0FHSSSL3UJFH","RT @informedblackmn: Obama is making freaking stump speeches with a freaking TELEPROMPTER still. Can you even fathom not knowing your st","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 01:36:44 UTC 2012"
"2UCCF806UFBNS29RMV63H5SWAT9E0N","Google giving customized results when people search for Obama. but not Romney http://t.co/PP8fASVC","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 09:10:54 UTC 2012"
"231UNU8LZ6R7DQJ21I48R3VEB2M4KE","RT @TomBroad_: Everyone better vote for Barack Obama this week. after all once you go Barack you can't go back","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","funny","Yes","funny","Mon Nov 19 14:26:16 UTC 2012"
"22G58B727M0ITPYS5BXYNSVF81BWB7","RT @vote4prayers: @CaterW THE ONLY WAY #Obama GETS IT AGAIN IS CHEAT LIKE HE DID IN 08!!","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 07:14:03 UTC 2012"
"2FQE4BLYHVI4HY6DCVL8LNEZWH3U0K","Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen http://t.co/PJy3PQMS","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 16:35:34 UTC 2012"
"2IF3V0FK0COKFTSCEHGKS9LR0CHOH3","Seeing as tomorrow is a big day and that I've kept quiet until now about it but please America vote for Obama.","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","hopeful","Yes","hopeful","Mon Nov 19 13:55:34 UTC 2012"
"2UZJHP4BDDKGH8M2K70XBG35B24Z6F","Hoped Obama Still Be Our President . Because Romney Going change everything in the world . people not going get food stamps . lol","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 05:37:37 UTC 2012"
"243VWJ5OPB0Y8QDJQWNBFEP9Y9UW41","Breaking News: Little drama but plenty of passion in final days of Obama campaign http://t.co/1CP6eytQ","A2ZBYVQLDUZOV7","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Sun Nov 18 23:37:36 UTC 2012"
"2UNNQYN5F3Q0WQJ4QWEC4YB4DL39D2","RT @fivethirtyeight: Obama at 85.5% to win Electoral College based on polls through 6 PM tonight. Not much different from last night. ht","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 17:14:40 UTC 2012"
"2UQXMB3Q39Z0OG84GGK4MVSTZXDTIN","My Republican grandmother voted early for Obama on Wednesday. so suck on that. Romney. #happyMonday","A1Y6CLBM5VJQKD","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Mon Nov 19 15:38:05 UTC 2012"
"27L9Z0B6UTO66ES6K3MRSGPWW2XOZS","WORDS of WISDOM: VOTE VOTE VOTE VOTE VOTE OBAMA!!!!!!!!! VOTE VOTE VOTE VOTE VOTE VOTE VOTE","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Sun Nov 18 23:41:03 UTC 2012"
"2NJ8N46UXFCDHFBN63ED0NTKMTWTRR","You can't vote for Obama or Romney. but you can elect great local gov't for your small PEI community today! #peivotes","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 16:54:05 UTC 2012"
"2I86SVQ8H88M34KWXY2VKI1R13Y6P2","Americans! You have a crazy couple of days ahead! Enjoy :-)! My hopes are on #Obama. #Election","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","hopeful","Yes","hopeful","Mon Nov 19 19:17:06 UTC 2012"
"2DKGTP9RA7S59WFH18JON70JQNEWRK","#America no one is perfect but #Obama is your best bet. #romney is scary. #Obama cares. Let him be the great President he can be.","A2ZBYVQLDUZOV7","hopeful","A3169N2SCN3ENK","hopeful","Yes","hopeful","Mon Nov 19 13:46:41 UTC 2012"
"22G58B727M0ITPYS5BXYNSVF81CBWN","RT @seanandfrank: First-Ever Video of Rev. Wrights Audacity to Hope Sermon  the Homily Obama Said Brought Him to Christ http://t.co/","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 01:30:29 UTC 2012"
"2YDKCJ011K27HTLKC0N698N4A0R9BV","OBAMA IS LEADING IN THE EARLY VOTE - http://t.co/67zVqECX","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 00:57:51 UTC 2012"
"2C73TVOK5UFJIBCIIOFZNYQS5IM478","Can we have Obama run for president of the Netherlands if he loses the elections and make him stay our president forever?","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 20:22:30 UTC 2012"
"2CO6RLPHIT3H86O6CSX2VJQ25DW9HB","In really. really scared about the results of the election. My nerves are shot. What the hell do we do if Pres Obama doesn't win? Run where?","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","afraid","Yes","afraid","Mon Nov 19 01:08:33 UTC 2012"
"2C88H88MQU6LIYP64SSR5X4AMP8TAJ","@osagebill @HansonHeidi HA! You know the mormons in Salt Lake endorsed Obama. Even they don't want him. #whyimNOTvotingforRomney","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 01:18:05 UTC 2012"
"2B5U8LZ6R70GI1NJ5IA33E7WWYMM6L","#obama okay this made me laugh HAHAHA http://t.co/vdWNgXpc","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","funny","Yes","funny","Mon Nov 19 17:19:06 UTC 2012"
"2C18EBDPGFL68M37RJINLWIOZ7LH2Q","Powell endorsed Obama But these 500 Generals and Admirals endorse Romney.","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 07:10:16 UTC 2012"
"2525UFJ51Y7QRYDQQ0J1KSTMSLR9C2","Got scared there - Obama's using U2's 'City of Shining Lights' on the campaign trail but Romney is using the far superior 'Theme from Rocky'","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","afraid","Yes","afraid","Mon Nov 19 01:12:20 UTC 2012"
"2BCU00OQKKA4VS6JKCL2E80E065XXA","Obama:237 to Romney:206 They Need 270 To Win","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 00:53:35 UTC 2012"
"29ACXKNQY2RCWUKER553PR0KYO41QQ","Bin Laden is dead and General Motors is alive.Thats why Barack Obama is heading back to the White House via @Telegraph http://t.co/SUQvkj5i","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 07:36:17 UTC 2012"
"2EKQ45UUKQOYTXW7TXJ8WG014DLDVL","Time To VoteObama All The Way","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 00:24:47 UTC 2012"
"2JAEIUUU00OQXUOFASJ802U2AETTT4","http://t.co/P6OAiWWz #MichaelMoore urges a vote for Obama and explains why","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:28:39 UTC 2012"
"25HFYQS1CSTM1PB252VIK1EYHTQOLA","RT @hollerado: Obama is just so much cooler and that's the bottom line.","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","happy","Yes","happy","Mon Nov 19 07:15:04 UTC 2012"
"2P4QU6L5OBVCVB58PE1IRF7GY73YFQ","2654186385159004alot of Republicans in office","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Sun Nov 18 23:41:17 UTC 2012"
"24ASCXKNQY2RPTYHV9MEBHR0O0C0PV","RT @MICHAELDOLLAR: Initiatives to promote a Wireless Broadband Revolution (2010) broadband is finally being considered as necessary i","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:55:07 UTC 2012"
"2XNR98D8J3VEK663LXPCO3MCOE3WGO","Romney. Obama focus on key states during final lap: U.S. President Barack Obama and Republican challenger Mitt R http://t.co/7Dyrjz05","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 17:17:55 UTC 2012"
"2G151RYQM3EL3X0NIIKG2FTEYZJ0ZG","Obama sings Sweet Home Chicago at White House blues reception  video http://t.co/td2BEugP via @guardian","A1Y6CLBM5VJQKD","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 18:09:38 UTC 2012"
"2BI0OQKKA4II5I6DMCX88EW0G60ZZ5","I hope this is true RT @Hav99: @jmcaninch68: Gov Dean. Obama campaign is brilliant. even better than 2008. It has been on the ground 4yrs.","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","happy","Yes","happy","Mon Nov 19 00:22:53 UTC 2012"
"2LISPW1INMHGB0IUVX1BEBFMJLHH4M","RT @ladisputessa: SO MUCH OF THE SHIT THROWN AGAINST OBAMA IS BASED ON HIM NOT BEING WHITE","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","angry","Yes","angry","Mon Nov 19 07:34:09 UTC 2012"
"2YD8ER9Y8TNKVWD3EFBFPS2OQ6J6T7","RT @lordxmen2k: Chris Christie now knows how it feels to be Pres. Obama. dealing with a disaster you didnt create &amp; being criticized","A1Y6CLBM5VJQKD","mocking","A2ZBYVQLDUZOV7","mocking","Yes","mocking","Mon Nov 19 12:22:53 UTC 2012"
"2G1MJUNU8LZ64HERX108L8J3ZK02I4","It will be tragic if Obama doesn't win the election.","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","afraid","Yes","afraid","Mon Nov 19 05:35:01 UTC 2012"
"27A1CSTMOFXRQ2IT4B5YLNXJJSUSP9","@VannaDoesItRite For truth on your god. Obama. go here http://t.co/yud1E1lo","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:15:51 UTC 2012"
"2VHZ2MIKMN9ULZN9VIKW4XI3W0S9Q7","US candidates campaign in swing states: Latest polls show President Barack Obama and rival Mitt Romney in statis http://t.co/3JcUE6tB","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 07:20:57 UTC 2012"
"2P7JWKUDD8XMOD4E19RBEUTOAZXMB6","@BJHare: Hey Gallup: I'm white female and over 65 and I plan to vote with 500% enthusiasm..for Obama. Put THAT in your #poll and shove it!","A1Y6CLBM5VJQKD","happy","A2ZBYVQLDUZOV7","happy","Yes","happy","Mon Nov 19 06:17:23 UTC 2012"
"2F736XBAT2D500CYXPUQ8JG5X4F043","With just one day left of campaigning for the Obama &amp; Romney. who do you think will be pronounced President on 6th Nov? #uselections","A182JW8U6PO60U","none","A2ZBYVQLDUZOV7","none","Yes","none","Mon Nov 19 14:52:16 UTC 2012"
"2DNXH0JPPSI2X8S0D2G7DKLMA2CHNH","RT @robfee: How has Donald Trump not made the claim that Obama demanded for the NYC Marathon to take place since one of his fellow Kenya","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","mocking","Yes","mocking","Mon Nov 19 01:24:16 UTC 2012"
"2AOYTWX4H3H22LIO1J7IEIJRFBYZ4U","North Carolina@sportingbet giving odds of 16/5 on a Democrat win in this state. Obama won here in 2008 #USElection2012 http://t.co/TLtTEeai","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","none","Yes","none","Mon Nov 19 17:20:35 UTC 2012"
